Filename,Step,Neutron Flux,Neutron Flux Change,
specific_data_376.npz,999,0.018425237183117307,-0.022386734,-0.003961497
specific_data_377.npz,999,0.000113822,-0.000141789,-2.79666E-05
specific_data_378.npz,999,2.458759285769884e-05,-3.10E-05,-6.43721E-06
specific_data_379.npz,999,1.3262484423955921e-05,-1.68E-05,-3.50784E-06
specific_data_380.npz,999,0.000314798,-0.000398565,-8.3767E-05
specific_data_381.npz,999,0.004231252,-0.005330497,-0.001099245
specific_data_382.npz,999,0.089668247,-0.097024215,-0.007355967
specific_data_383.npz,999,3.9164105215123946e-05,-4.93E-05,-1.01292E-05
specific_data_384.npz,999,1.6784618427755776e-05,-2.12E-05,-4.42502E-06
specific_data_385.npz,999,0.000240708,-0.000304781,-6.40734E-05
specific_data_386.npz,999,0.000621434,-0.000786068,-0.000164635
specific_data_387.npz,999,0.035049544365730136,-0.041976593,-0.006927049
specific_data_388.npz,999,9.414644013169951e-05,-0.000117561,-2.34149E-05
specific_data_389.npz,999,2.282732906299503e-05,-2.88E-05,-5.98562E-06
specific_data_390.npz,999,0.000198758,-0.000251666,-5.29079E-05
specific_data_391.npz,999,0.00032693,-0.000413917,-8.69868E-05
specific_data_392.npz,999,0.002225808,-0.002813081,-0.000587274
specific_data_393.npz,999,0.19659545395426029,-0.192189448,0.004406006
specific_data_394.npz,999,3.5571834769276255e-05,-4.48E-05,-9.2271E-06
specific_data_395.npz,999,0.000168646,-0.000213539,-4.48924E-05
specific_data_396.npz,999,0.000245105,-0.000310348,-6.52435E-05
specific_data_397.npz,999,0.000712933,-0.000901424,-0.000188491
specific_data_398.npz,999,0.019097682177620104,-0.023373822,-0.004276139
specific_data_399.npz,999,7.930857062626836e-05,-9.92E-05,-1.99176E-05
specific_data_400.npz,999,0.002249396,-0.002842628,-0.000593232
specific_data_401.npz,999,0.12039310922002142,-0.126094401,-0.005701291
specific_data_402.npz,999,3.9841928151542053e-05,-5.01E-05,-1.02989E-05
specific_data_403.npz,999,1.725796403927395e-05,-2.18E-05,-4.54785E-06
specific_data_404.npz,999,1.0707333849180049e-05,-1.35E-05,-2.83885E-06
specific_data_405.npz,999,0.000761996,-0.000963213,-0.000201217
specific_data_406.npz,999,0.022474668340390185,-0.027371023,-0.004896355
specific_data_407.npz,999,9.356545545624037e-05,-0.000116844,-2.3279E-05
specific_data_408.npz,999,2.340725156126342e-05,-2.95E-05,-6.13456E-06
specific_data_409.npz,999,1.2898176130016012e-05,-1.63E-05,-3.41266E-06
specific_data_410.npz,999,0.000354706,-0.000449065,-9.4359E-05
specific_data_411.npz,999,0.001707203,-0.002159011,-0.000451808
specific_data_412.npz,999,0.19385359101255742,-0.182049203,0.011804388
specific_data_413.npz,999,3.626731959509211e-05,-4.57E-05,-9.40215E-06
specific_data_414.npz,999,1.6205563541300405e-05,-2.05E-05,-4.27465E-06
specific_data_415.npz,999,0.000257353,-0.000325855,-6.85021E-05
specific_data_416.npz,999,0.000926943,-0.001170791,-0.000243849
specific_data_417.npz,999,0.016875719875101402,-0.02068776,-0.00381204
specific_data_418.npz,999,7.930853789708634e-05,-9.92E-05,-1.99176E-05
specific_data_419.npz,999,2.177113259121073e-05,-2.75E-05,-5.71404E-06
specific_data_420.npz,999,0.00021091,-0.000267052,-5.61425E-05
specific_data_421.npz,999,0.000371627,-0.000470474,-9.8848E-05
specific_data_422.npz,999,0.001501245,-0.001898897,-0.000397652
specific_data_423.npz,999,0.010047535,-0.010860073,-0.000812538
specific_data_424.npz,999,3.308264015830947e-05,-4.17E-05,-8.59916E-06
specific_data_425.npz,999,0.017651311709728307,-0.021616138,-0.003964826
specific_data_426.npz,999,9.302823158457615e-05,-0.000116182,-2.31533E-05
specific_data_427.npz,999,2.3975559140614312e-05,-3.03E-05,-6.28038E-06
specific_data_428.npz,999,1.3285172665024062e-05,-1.68E-05,-3.51378E-06
specific_data_429.npz,999,8.974964872004003e-06,-1.14E-05,-2.38349E-06
specific_data_430.npz,999,0.001535493,-0.001942063,-0.000406571
specific_data_431.npz,999,0.083484262,-0.080696471,0.002787791
specific_data_432.npz,999,3.69411938349581e-05,-4.65E-05,-9.5716E-06
specific_data_433.npz,999,1.666680961263993e-05,-2.11E-05,-4.39447E-06
specific_data_434.npz,999,1.0468694281846012e-05,-1.32E-05,-2.77622E-06
specific_data_435.npz,999,0.001351186,-0.001703218,-0.000352032
specific_data_436.npz,999,0.020459831,-0.024906021,-0.00444619
specific_data_437.npz,999,7.930850734776053e-05,-9.92E-05,-1.99175E-05
specific_data_438.npz,999,2.233471107306117e-05,-2.82E-05,-5.85904E-06
specific_data_439.npz,999,1.2553322124797126e-05,-1.59E-05,-3.32251E-06
specific_data_440.npz,999,0.000406478,-0.000514565,-0.000108088
specific_data_441.npz,999,0.001471011,-0.001860422,-0.000389411
specific_data_442.npz,999,0.00446675,-0.005011208,-0.000544458
specific_data_443.npz,999,3.376702390041573e-05,-4.25E-05,-8.77207E-06
specific_data_444.npz,999,1.5665072085743445e-05,-1.98E-05,-4.13416E-06
specific_data_445.npz,999,0.000276478,-0.000350066,-7.35876E-05
specific_data_446.npz,999,0.00211367,-0.002655964,-0.000542294
specific_data_447.npz,999,0.029933145222947266,-0.035983783,-0.006050638
specific_data_448.npz,999,6.84433963014267e-05,-8.58E-05,-1.73181E-05
specific_data_449.npz,999,2.0808097706522792e-05,-2.63E-05,-5.46599E-06
specific_data_450.npz,999,0.025503204667638082,-0.02627661,-0.000773405
specific_data_451.npz,999,3.759444099870628e-05,-4.73E-05,-9.73569E-06
specific_data_452.npz,999,1.7121499391759937e-05,-2.16E-05,-4.51248E-06
specific_data_453.npz,999,1.0794647145452545e-05,-1.37E-05,-2.86177E-06
specific_data_454.npz,999,7.723397873737726e-06,-9.78E-06,-2.05359E-06
specific_data_455.npz,999,0.027556706800007914,-0.033199224,-0.005642517
specific_data_456.npz,999,7.930847878465986e-05,-9.92E-05,-1.99175E-05
specific_data_457.npz,999,2.288752698093345e-05,-2.89E-05,-6.00114E-06
specific_data_458.npz,999,1.2931878734224304e-05,-1.64E-05,-3.42149E-06
specific_data_459.npz,999,8.806836522971808e-06,-1.11E-05,-2.33922E-06
specific_data_460.npz,999,0.001525576,-0.001928833,-0.000403257
specific_data_461.npz,999,0.002526481,-0.002901501,-0.00037502
specific_data_462.npz,999,3.443161031994744e-05,-4.34E-05,-8.93981E-06
specific_data_463.npz,999,1.611475059800761e-05,-2.04E-05,-4.25108E-06
specific_data_464.npz,999,1.0240438995825269e-05,-1.30E-05,-2.71629E-06
specific_data_465.npz,999,0.005775579,-0.007169039,-0.001393461
specific_data_466.npz,999,0.031063444904418227,-0.037289852,-0.006226407
specific_data_467.npz,999,6.875823422575169e-05,-8.62E-05,-1.73939E-05
specific_data_468.npz,999,2.135588420799624e-05,-2.70E-05,-5.60716E-06
specific_data_469.npz,999,1.2226406519050557e-05,-1.55E-05,-3.23699E-06
specific_data_470.npz,999,0.000474819,-0.000600973,-0.000126154
specific_data_471.npz,999,0.001645232,-0.002079073,-0.000433841
specific_data_472.npz,999,0.000810652,-0.000968189,-0.000157537
specific_data_473.npz,999,3.158739283811261e-05,-3.98E-05,-8.22082E-06
specific_data_474.npz,999,1.515942079107967e-05,-1.92E-05,-4.00259E-06
specific_data_475.npz,999,7.930845201941919e-05,-9.92E-05,-1.99175E-05
specific_data_476.npz,999,2.3429879667289862e-05,-2.96E-05,-6.14042E-06
specific_data_477.npz,999,1.3306274097587659e-05,-1.68E-05,-3.51931E-06
specific_data_478.npz,999,9.087894322477642e-06,-1.15E-05,-2.41323E-06
specific_data_479.npz,999,6.777038930787058e-06,-8.58E-06,-1.80362E-06
specific_data_480.npz,999,0.001664523,-0.001941574,-0.000277051
specific_data_481.npz,999,3.507723777874375e-05,-4.42E-05,-9.1026E-06
specific_data_482.npz,999,1.6558254596180004e-05,-2.09E-05,-4.3663E-06
specific_data_483.npz,999,1.0560278968087907e-05,-1.34E-05,-2.80027E-06
specific_data_484.npz,999,7.598718586860388e-06,-9.62E-06,-2.02069E-06
specific_data_485.npz,999,0.030862928,-0.037020598,-0.00615767
specific_data_486.npz,999,6.90553439607215e-05,-8.65E-05,-1.74654E-05
specific_data_487.npz,999,2.1893675298016096e-05,-2.76E-05,-5.74562E-06
specific_data_488.npz,999,1.2596866517470037e-05,-1.59E-05,-3.33391E-06
specific_data_489.npz,999,8.644867865994783e-06,-1.09E-05,-2.29657E-06
specific_data_490.npz,999,0.001905133,-0.002405184,-0.000500052
specific_data_491.npz,999,0.000661065,-0.000794204,-0.000133139
specific_data_492.npz,999,3.223942240252672e-05,-4.06E-05,-8.38594E-06
specific_data_493.npz,999,1.5598038049356792e-05,-1.97E-05,-4.11674E-06
specific_data_494.npz,999,1.0021906310641154e-05,-1.27E-05,-2.65889E-06
specific_data_495.npz,999,0.18209268137853749,-0.198634885,-0.016542204
specific_data_496.npz,999,0.032767734,-0.039150376,-0.006382642
specific_data_497.npz,999,6.064939453337835e-05,-7.61E-05,-1.54319E-05
specific_data_498.npz,999,2.0459030794629628e-05,-2.58E-05,-5.376E-06
specific_data_499.npz,999,1.1916066739974403e-05,-1.51E-05,-3.15576E-06
specific_data_500.npz,999,0.000557926,-0.000705935,-0.000148009
specific_data_501.npz,999,0.018374804634255774,-0.022327135,-0.003952331
specific_data_502.npz,999,0.000113822,-0.000141788,-2.79665E-05
specific_data_503.npz,999,2.4587566949212817e-05,-3.10E-05,-6.4372E-06
specific_data_504.npz,999,1.3262476297963815e-05,-1.68E-05,-3.50784E-06
specific_data_505.npz,999,0.000314733,-0.000398482,-8.37497E-05
specific_data_506.npz,999,0.00424441,-0.005346954,-0.001102544
specific_data_507.npz,999,0.089665822,-0.097021691,-0.00735587
specific_data_508.npz,999,3.91640425296765e-05,-4.93E-05,-1.01292E-05
specific_data_509.npz,999,1.6784605585599452e-05,-2.12E-05,-4.42502E-06
specific_data_510.npz,999,0.000240675,-0.000304739,-6.40647E-05
specific_data_511.npz,999,0.000621113,-0.000785664,-0.000164551
specific_data_512.npz,999,0.03507703,-0.042007658,-0.006930627
specific_data_513.npz,999,9.414613331469673e-05,-0.000117561,-2.34148E-05
specific_data_514.npz,999,2.282730580928878e-05,-2.88E-05,-5.98562E-06
specific_data_515.npz,999,0.000198732,-0.000251633,-5.29009E-05
specific_data_516.npz,999,0.000326857,-0.000413824,-8.69673E-05
specific_data_517.npz,999,0.002228634,-0.002816641,-0.000588008
specific_data_518.npz,999,0.1965899030075403,-0.192184338,0.004405565
specific_data_519.npz,999,3.55717806307542e-05,-4.48E-05,-9.22708E-06
specific_data_520.npz,999,0.000168624,-0.00021351,-4.48864E-05
specific_data_521.npz,999,0.000245071,-0.000310305,-6.52344E-05
specific_data_522.npz,999,0.000712461,-0.000900829,-0.000188368
specific_data_523.npz,999,0.019112764881282877,-0.023391781,-0.004279016
specific_data_524.npz,999,7.930833569466044e-05,-9.92E-05,-1.99175E-05
specific_data_525.npz,999,0.002252085,-0.002846015,-0.00059393
specific_data_526.npz,999,0.12038956655743135,-0.126090864,-0.005701297
specific_data_527.npz,999,3.9841865577290724e-05,-5.01E-05,-1.02989E-05
specific_data_528.npz,999,1.725795095331969e-05,-2.18E-05,-4.54785E-06
specific_data_529.npz,999,1.0707328499218825e-05,-1.35E-05,-2.83884E-06
specific_data_530.npz,999,0.000761467,-0.000962547,-0.00020108
specific_data_531.npz,999,0.022496734767061658,-0.027397048,-0.004900313
specific_data_532.npz,999,9.356516205485112e-05,-0.000116844,-2.3279E-05
specific_data_533.npz,999,2.3407228000689554e-05,-2.95E-05,-6.13455E-06
specific_data_534.npz,999,1.2898168437439783e-05,-1.63E-05,-3.41266E-06
specific_data_535.npz,999,0.000354622,-0.000448958,-9.43365E-05
specific_data_536.npz,999,0.001708167,-0.002160228,-0.000452061
specific_data_537.npz,999,0.1938505313561923,-0.182046455,0.011804077
specific_data_538.npz,999,3.626726538152564e-05,-4.57E-05,-9.40214E-06
specific_data_539.npz,999,1.6205551550956157e-05,-2.05E-05,-4.27465E-06
specific_data_540.npz,999,0.000257317,-0.000325809,-6.84926E-05
specific_data_541.npz,999,0.000926064,-0.001169686,-0.000243622
specific_data_542.npz,999,0.016876638128469918,-0.020688883,-0.003812245
specific_data_543.npz,999,7.930831106578826e-05,-9.92E-05,-1.99175E-05
specific_data_544.npz,999,2.1771111375132917e-05,-2.75E-05,-5.71404E-06
specific_data_545.npz,999,0.000210883,-0.000267018,-5.61353E-05
specific_data_546.npz,999,0.000371533,-0.000470356,-9.88232E-05
specific_data_547.npz,999,0.001501582,-0.001899323,-0.000397741
specific_data_548.npz,999,0.010047369721342087,-0.010859897,-0.000812528
specific_data_549.npz,999,3.3082592986895656e-05,-4.17E-05,-8.59914E-06
specific_data_550.npz,999,0.017657224,-0.02162321,-0.003965986
specific_data_551.npz,999,9.302795049151182e-05,-0.000116181,-2.31533E-05
specific_data_552.npz,999,2.397553529199085e-05,-3.03E-05,-6.28037E-06
specific_data_553.npz,999,1.3285164797309261e-05,-1.68E-05,-3.51378E-06
specific_data_554.npz,999,8.97496108560001e-06,-1.14E-05,-2.38349E-06
specific_data_555.npz,999,0.001535874,-0.001942545,-0.000406671
specific_data_556.npz,999,0.083483299,-0.080695546,0.002787753
specific_data_557.npz,999,3.6941139581099694e-05,-4.65E-05,-9.57158E-06
specific_data_558.npz,999,1.666679738792304e-05,-2.11E-05,-4.39446E-06
specific_data_559.npz,999,1.0468689165356029e-05,-1.32E-05,-2.77622E-06
specific_data_560.npz,999,0.001349283,-0.001700834,-0.000351551
specific_data_561.npz,999,0.020451077476454135,-0.024895686,-0.004444609
specific_data_562.npz,999,7.930828807835117e-05,-9.92E-05,-1.99175E-05
specific_data_563.npz,999,2.2334689555596677e-05,-2.82E-05,-5.85903E-06
specific_data_564.npz,999,1.2553314831899308e-05,-1.59E-05,-3.32251E-06
specific_data_565.npz,999,0.000406372,-0.000514432,-0.00010806
specific_data_566.npz,999,0.001471083,-0.001860513,-0.000389431
specific_data_567.npz,999,0.004466682,-0.005011133,-0.000544451
specific_data_568.npz,999,3.376697655660554e-05,-4.25E-05,-8.77206E-06
specific_data_569.npz,999,1.5665060865271363e-05,-1.98E-05,-4.13415E-06
specific_data_570.npz,999,0.000276437,-0.000350013,-7.35766E-05
specific_data_571.npz,999,0.002109209,-0.002650405,-0.000541196
specific_data_572.npz,999,0.029927525,-0.035977153,-0.006049627
specific_data_573.npz,999,6.844322203569434e-05,-8.58E-05,-1.7318E-05
specific_data_574.npz,999,2.0808078271841165e-05,-2.63E-05,-5.46599E-06
specific_data_575.npz,999,0.025502849327171014,-0.026276248,-0.000773399
specific_data_576.npz,999,3.7594386735981936e-05,-4.73E-05,-9.73568E-06
specific_data_577.npz,999,1.7121486941461746e-05,-2.16E-05,-4.51248E-06
specific_data_578.npz,999,1.0794641900185864e-05,-1.37E-05,-2.86177E-06
specific_data_579.npz,999,7.723395053802497e-06,-9.78E-06,-2.05359E-06
specific_data_580.npz,999,0.027546338,-0.03318709,-0.005640753
specific_data_581.npz,999,7.930826658918879e-05,-9.92E-05,-1.99175E-05
specific_data_582.npz,999,2.288750517922349e-05,-2.89E-05,-6.00113E-06
specific_data_583.npz,999,1.2931871272801353e-05,-1.64E-05,-3.42149E-06
specific_data_584.npz,999,8.806832876310266e-06,-1.11E-05,-2.33922E-06
specific_data_585.npz,999,0.001525463,-0.001928691,-0.000403228
specific_data_586.npz,999,0.002526447,-0.002901463,-0.000375016
specific_data_587.npz,999,3.4431562836980794e-05,-4.34E-05,-8.9398E-06
specific_data_588.npz,999,1.6114739152299638e-05,-2.04E-05,-4.25107E-06
specific_data_589.npz,999,1.0240434097754181e-05,-1.30E-05,-2.71629E-06
specific_data_590.npz,999,0.005750616,-0.007138563,-0.001387947
specific_data_591.npz,999,0.031065795784446022,-0.037292486,-0.00622669
specific_data_592.npz,999,6.875806437016139e-05,-8.62E-05,-1.73939E-05
specific_data_593.npz,999,2.1355864479363627e-05,-2.70E-05,-5.60715E-06
specific_data_594.npz,999,1.222639959548493e-05,-1.55E-05,-3.23699E-06
specific_data_595.npz,999,0.000474673,-0.000600789,-0.000126115
specific_data_596.npz,999,0.001644865,-0.002078612,-0.000433747
specific_data_597.npz,999,0.000810643,-0.000968179,-0.000157536
specific_data_598.npz,999,3.158735114065061e-05,-3.98E-05,-8.22081E-06
specific_data_599.npz,999,1.5159410268692588e-05,-1.92E-05,-4.00259E-06
specific_data_600.npz,999,7.930824645417771e-05,-9.92E-05,-1.99175E-05
specific_data_601.npz,999,2.342985759760353e-05,-2.96E-05,-6.14041E-06
specific_data_602.npz,999,1.330626647228823e-05,-1.68E-05,-3.51931E-06
specific_data_603.npz,999,9.08789057806665e-06,-1.15E-05,-2.41322E-06
specific_data_604.npz,999,6.777036749593791e-06,-8.58E-06,-1.80362E-06
specific_data_605.npz,999,0.001664504,-0.001941552,-0.000277048
specific_data_606.npz,999,3.507719018747388e-05,-4.42E-05,-9.10259E-06
specific_data_607.npz,999,1.65582429333378e-05,-2.09E-05,-4.3663E-06
specific_data_608.npz,999,1.0560273945646562e-05,-1.34E-05,-2.80027E-06
specific_data_609.npz,999,7.598715857059731e-06,-9.62E-06,-2.02069E-06
specific_data_610.npz,999,0.030863767064324484,-0.037021532,-0.006157765
specific_data_611.npz,999,6.905517830323735e-05,-8.65E-05,-1.74654E-05
specific_data_612.npz,999,2.1893655291006884e-05,-2.76E-05,-5.74562E-06
specific_data_613.npz,999,1.2596859431683415e-05,-1.59E-05,-3.33391E-06
specific_data_614.npz,999,8.644864351443942e-06,-1.09E-05,-2.29657E-06
specific_data_615.npz,999,0.001904429,-0.002404302,-0.000499873
specific_data_616.npz,999,0.000661059,-0.000794197,-0.000133138
specific_data_617.npz,999,3.223938050225724e-05,-4.06E-05,-8.38593E-06
specific_data_618.npz,999,1.5598027310562088e-05,-1.97E-05,-4.11674E-06
specific_data_619.npz,999,1.0021901617340212e-05,-1.27E-05,-2.65889E-06
specific_data_620.npz,999,0.185392414,-0.201898683,-0.016506269
specific_data_621.npz,999,0.032766958,-0.03914945,-0.006382492
specific_data_622.npz,999,6.064925920583741e-05,-7.61E-05,-1.54319E-05
specific_data_623.npz,999,2.0459012641038595e-05,-2.58E-05,-5.376E-06
specific_data_624.npz,999,1.1916060158403162e-05,-1.51E-05,-3.15576E-06
,,0.19824569,,0.01189625
