6.6625e+09,8.36761e+09,8.5358e+09,1.6745e+09,6.05752e+08,7.45489e+08
6.65339e+09,8.09032e+09,8.50714e+09,1.66079e+09,4.37672e+08,7.45404e+08
6.64889e+09,7.82222e+09,8.49475e+09,1.66092e+09,3.1623e+08,7.57229e+08
6.64458e+09,7.563e+09,8.48323e+09,1.66136e+09,2.28485e+08,7.66014e+08
6.6394e+09,7.31238e+09,8.46892e+09,1.6592e+09,1.65086e+08,7.69762e+08
6.63305e+09,7.07005e+09,8.45084e+09,1.65391e+09,1.19279e+08,7.69013e+08
6.62541e+09,6.83576e+09,8.42871e+09,1.64558e+09,8.61823e+07,7.64692e+08
6.61646e+09,6.60924e+09,8.40247e+09,1.63447e+09,6.22689e+07,7.57649e+08
6.60618e+09,6.39022e+09,8.3722e+09,1.62088e+09,4.49909e+07,7.48583e+08
6.5946e+09,6.17845e+09,8.33803e+09,1.60512e+09,3.25071e+07,7.38048e+08
6.58173e+09,5.97371e+09,8.30009e+09,1.5875e+09,2.34871e+07,7.26475e+08
6.56761e+09,5.77575e+09,8.25859e+09,1.5683e+09,1.697e+07,7.14197e+08
6.55228e+09,5.58435e+09,8.21371e+09,1.54779e+09,1.22612e+07,7.01475e+08
6.53578e+09,5.39929e+09,8.16566e+09,1.52622e+09,8.85896e+06,6.88508e+08
6.51816e+09,5.22037e+09,8.11464e+09,1.5038e+09,6.40076e+06,6.75448e+08
6.49945e+09,5.04737e+09,8.06088e+09,1.48074e+09,4.62464e+06,6.62411e+08
6.47972e+09,4.88011e+09,8.00457e+09,1.45721e+09,3.34135e+06,6.49487e+08
6.459e+09,4.71839e+09,7.94592e+09,1.43338e+09,2.41415e+06,6.36741e+08
6.43735e+09,4.56203e+09,7.88515e+09,1.40938e+09,1.74421e+06,6.24229e+08
6.41489e+09,4.41085e+09,7.82265e+09,1.38551e+09,1.26017e+06,6.12172e+08
6.39172e+09,4.26468e+09,7.75889e+09,1.36207e+09,910443,6.00764e+08
6.36796e+09,4.12336e+09,7.6942e+09,1.33924e+09,657756,5.90058e+08
6.34367e+09,3.98672e+09,7.62882e+09,1.31711e+09,475184,5.80029e+08
6.3189e+09,3.8546e+09,7.56295e+09,1.29572e+09,343273,5.70625e+08
6.2937e+09,3.72687e+09,7.49673e+09,1.27509e+09,247966,5.61785e+08
6.26812e+09,3.60336e+09,7.4303e+09,1.25521e+09,179106,5.53449e+08
6.24218e+09,3.48395e+09,7.36377e+09,1.23607e+09,129354,5.45559e+08
6.21592e+09,3.3685e+09,7.29722e+09,1.21764e+09,93408.4,5.38066e+08
6.18937e+09,3.25687e+09,7.23076e+09,1.1999e+09,67438.5,5.30927e+08
6.16254e+09,3.14895e+09,7.16444e+09,1.18282e+09,48675.9,5.24102e+08
6.13547e+09,3.04459e+09,7.09833e+09,1.16636e+09,35120.9,5.17559e+08
6.10818e+09,2.9437e+09,7.03248e+09,1.1505e+09,25328.4,5.11269e+08
6.08068e+09,2.84615e+09,6.96694e+09,1.1352e+09,18254.4,5.05208e+08
6.05299e+09,2.75183e+09,6.90176e+09,1.12043e+09,13144.5,4.99354e+08
6.02514e+09,2.66064e+09,6.83696e+09,1.10616e+09,9453.61,4.93689e+08
5.99712e+09,2.57247e+09,6.77259e+09,1.09236e+09,6788.05,4.88197e+08
5.96897e+09,2.48722e+09,6.70866e+09,1.079e+09,4863.24,4.82865e+08
5.94068e+09,2.4048e+09,6.64521e+09,1.06607e+09,3473.6,4.7768e+08
5.91228e+09,2.32511e+09,6.58226e+09,1.05352e+09,2470.59,4.72631e+08
5.88378e+09,2.24806e+09,6.51982e+09,1.04135e+09,1746.91,4.67709e+08
5.85518e+09,2.17356e+09,6.45791e+09,1.02953e+09,1225.01,4.62907e+08
5.82651e+09,2.10153e+09,6.39654e+09,1.01804e+09,848.877,4.58216e+08
5.79775e+09,2.03189e+09,6.33574e+09,1.00685e+09,578.026,4.5363e+08
5.76894e+09,1.96456e+09,6.2755e+09,9.95962e+08,383.218,4.49143e+08
