7.50121e-05,-5.01815e-09,-1.02336e-09,-4.84365e-10,-2.56362e-11,-7.47539e-12
6.07542e+07,7.85071e+07,1.60386e+07,7.60338e+06,404085,118183
1.21493e+08,1.56994e+08,3.20731e+07,1.52048e+07,808068,236336
1.82201e+08,2.35442e+08,4.80995e+07,2.28024e+07,1.21185e+06,354429
2.42863e+08,3.13829e+08,6.41136e+07,3.03943e+07,1.61532e+06,472433
3.03463e+08,3.92137e+08,8.01116e+07,3.79784e+07,2.01838e+06,590316
3.63987e+08,4.70346e+08,9.60892e+07,4.55529e+07,2.42093e+06,708050
4.24418e+08,5.48436e+08,1.12043e+08,5.31158e+07,2.82286e+06,825605
4.84742e+08,6.26387e+08,1.27967e+08,6.06654e+07,3.22409e+06,942951
5.44943e+08,7.04179e+08,1.4386e+08,6.81995e+07,3.62449e+06,1.06006e+06
6.05006e+08,7.81793e+08,1.59716e+08,7.57164e+07,4.02398e+06,1.1769e+06
6.64917e+08,8.5921e+08,1.75532e+08,8.32142e+07,4.42246e+06,1.29344e+06
7.24659e+08,9.36409e+08,1.91303e+08,9.06909e+07,4.81981e+06,1.40965e+06
7.84218e+08,1.01337e+09,2.07026e+08,9.81447e+07,5.21594e+06,1.52551e+06
8.43578e+08,1.09008e+09,2.22697e+08,1.05574e+08,5.61076e+06,1.64098e+06
9.02726e+08,1.16651e+09,2.38312e+08,1.12976e+08,6.00416e+06,1.75604e+06
9.61646e+08,1.24265e+09,2.53866e+08,1.2035e+08,6.39604e+06,1.87066e+06
1.02032e+09,1.31847e+09,2.69356e+08,1.27693e+08,6.78631e+06,1.9848e+06
1.07874e+09,1.39396e+09,2.84778e+08,1.35004e+08,7.17487e+06,2.09844e+06
1.13689e+09,1.4691e+09,3.00129e+08,1.42282e+08,7.56162e+06,2.21155e+06
1.19475e+09,1.54387e+09,3.15403e+08,1.49523e+08,7.94646e+06,2.32411e+06
1.25231e+09,1.61824e+09,3.30599e+08,1.56726e+08,8.32929e+06,2.43607e+06
1.30955e+09,1.69221e+09,3.4571e+08,1.6389e+08,8.71003e+06,2.54743e+06
1.36647e+09,1.76576e+09,3.60735e+08,1.71013e+08,9.08857e+06,2.65814e+06
1.42304e+09,1.83886e+09,3.75669e+08,1.78093e+08,9.46483e+06,2.76818e+06
1.47925e+09,1.9115e+09,3.90508e+08,1.85128e+08,9.8387e+06,2.87753e+06
1.53509e+09,1.98365e+09,4.05249e+08,1.92116e+08,1.02101e+07,2.98615e+06
1.59054e+09,2.05531e+09,4.19888e+08,1.99056e+08,1.05789e+07,3.09402e+06
1.64559e+09,2.12645e+09,4.34422e+08,2.05946e+08,1.09451e+07,3.20111e+06
1.70023e+09,2.19705e+09,4.48846e+08,2.12784e+08,1.13085e+07,3.3074e+06
1.75444e+09,2.2671e+09,4.63157e+08,2.19568e+08,1.16691e+07,3.41286e+06
1.80821e+09,2.33659e+09,4.77352e+08,2.26298e+08,1.20267e+07,3.51745e+06
1.86153e+09,2.40548e+09,4.91427e+08,2.3297e+08,1.23813e+07,3.62117e+06
1.91438e+09,2.47377e+09,5.05379e+08,2.39584e+08,1.27328e+07,3.72397e+06
1.96675e+09,2.54144e+09,5.19203e+08,2.46138e+08,1.30811e+07,3.82584e+06
2.01862e+09,2.60848e+09,5.32898e+08,2.5263e+08,1.34261e+07,3.92675e+06
2.06999e+09,2.67485e+09,5.46458e+08,2.59059e+08,1.37678e+07,4.02667e+06
2.12084e+09,2.74056e+09,5.59882e+08,2.65422e+08,1.4106e+07,4.12559e+06
2.17115e+09,2.80558e+09,5.73165e+08,2.71719e+08,1.44406e+07,4.22346e+06
2.22092e+09,2.86989e+09,5.86304e+08,2.77948e+08,1.47717e+07,4.32028e+06
2.27014e+09,2.93349e+09,5.99296e+08,2.84108e+08,1.5099e+07,4.41602e+06
2.31879e+09,2.99635e+09,6.12138e+08,2.90196e+08,1.54226e+07,4.51065e+06
2.36685e+09,3.05846e+09,6.24827e+08,2.96211e+08,1.57423e+07,4.60415e+06
2.41432e+09,3.1198e+09,6.37359e+08,3.02152e+08,1.6058e+07,4.69649e+06
2.46119e+09,3.18037e+09,6.49732e+08,3.08018e+08,1.63697e+07,4.78766e+06
2.50744e+09,3.24013e+09,6.61942e+08,3.13806e+08,1.66774e+07,4.87764e+06
2.55307e+09,3.29909e+09,6.73986e+08,3.19516e+08,1.69808e+07,4.96639e+06
2.59805e+09,3.35722e+09,6.85862e+08,3.25146e+08,1.728e+07,5.0539e+06
2.64239e+09,3.41451e+09,6.97566e+08,3.30694e+08,1.75749e+07,5.14014e+06
2.68606e+09,3.47095e+09,7.09096e+08,3.3616e+08,1.78654e+07,5.2251e+06
2.72906e+09,3.52652e+09,7.20449e+08,3.41542e+08,1.81514e+07,5.30875e+06
2.77139e+09,3.5812e+09,7.31621e+08,3.46838e+08,1.84329e+07,5.39108e+06
2.81301e+09,3.635e+09,7.4261e+08,3.52048e+08,1.87098e+07,5.47205e+06
2.85394e+09,3.68788e+09,7.53414e+08,3.5717e+08,1.8982e+07,5.55167e+06
2.89415e+09,3.73984e+09,7.6403e+08,3.62203e+08,1.92494e+07,5.62989e+06
2.93364e+09,3.79087e+09,7.74455e+08,3.67145e+08,1.95121e+07,5.70671e+06
2.9724e+09,3.84096e+09,7.84687e+08,3.71995e+08,1.97699e+07,5.7821e+06
3.01042e+09,3.89008e+09,7.94722e+08,3.76753e+08,2.00227e+07,5.85605e+06
3.04768e+09,3.93823e+09,8.0456e+08,3.81417e+08,2.02706e+07,5.92854e+06
3.08418e+09,3.9854e+09,8.14197e+08,3.85985e+08,2.05133e+07,5.99955e+06
3.11992e+09,4.03158e+09,8.2363e+08,3.90457e+08,2.0751e+07,6.06906e+06
3.15487e+09,4.07675e+09,8.32858e+08,3.94832e+08,2.09835e+07,6.13706e+06
3.18904e+09,4.1209e+09,8.41879e+08,3.99108e+08,2.12108e+07,6.20353e+06
3.22242e+09,4.16403e+09,8.50689e+08,4.03285e+08,2.14328e+07,6.26845e+06
